name,price,timestamp,rating,num_reviews,image_url,link,avg_acne,avg_irritant,avg_safety
foodmate toner foodmate,,2024-05-09 23:59:46.866183,,0,,,1.25,0.2857142857142857,2.2857142857142856
insfree green tea toner,19.0,2024-05-06 14:44:00.675370,4.7,152,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAFMAUwMBIgACEQEDEQH/xAAbAAABBQEBAAAAAAAAAAAAAAAGAAMEBQcBAv/EADUQAAIBAwMBBgQDCAMAAAAAAAECAwAEEQUSITEGEyJBUYEyYXGRFKGxBxUjUmLB4fBCktH/xAAYAQADAQEAAAAAAAAAAAAAAAABAgMABP/EACERAAMAAgICAgMAAAAAAAAAAAABAgMRITESMiJRBBMz/9oADAMBAAIRAxEAPwDbKVMX0hitXcNtwRyOvUdPnQ2dWu4yS7rIsUaCRN7KzSncO7UbviJMXxEkbx68EwWCqLtZ2kTs5HaO9sZ/xEhT49u0AcnOD9qq5NXvbGXur283C2KvcPGuTtUEtg8jxFSMHb0bhTjNp210c6xozpHCk08B72KNxwxwQR7gn3xUsvl4Px7BW9cEjQe0NlraH8OXjmVQzwyABgD0PHBHzFWxrB7DW30K9hcTyt+Fm4IX4hwHVxnjPI59PpW7qQygjkEZFJ+PmeRc9oWa2KlkZxkZ+tJiQpIGTjgetCa6ylpcsJrO43KfEMDP61W78TVWuwtryT/uaz7VO1VssjdzcT20rHwhlK8+2RRh2euje6NbTTTJNKU/iMuPi9DjoaEZFRptV0WH2+9dpeH0pVQYiavI0Ol3UiS9yyxnEmzft9vP6ULQ6nOVz++YjHGsh2R2ONhAPIGDjHl64ouvIpJ7SWGGTupHXCyYzt+eKp00PUR3m/V2fdux/BUbc56Y9M/Xgc9cgnflvgpX1admcJr0TDfwBY556Dy5Pz/Tin4tXuri8MUWvIAzlVRrIjGMZGSPn6VYHQNSMZH76lD/AM3dD+ry9x/1Fem0LUScjWGAznb3Qx/7+dYX5kXVuwum62Y7jUci82gTTQDYJSB1IontoEtreKCIYSNQq/QUzpttPawslzctcOWzuPkPQfKpVBSk9pFUuBq6cxwkr8R4FVptklyzjLHqSan3x8Cj50wnCUtdk75egd1XSLO6UrNCD6MOGH0NNdgNLm0+81NpFkER2pG5BAfBP3PT71a3hyTimex99LcTalbuzGOKXMZbyBJ4H2pZ15AxpJhN74rlc3D0J+ddqxYYv934OTYrMePCoyTyOP8AfzoYMV7tDxwTNtRYo0e33LJL4hk5QbUy0ZJAA8LcnHJHrAZtKugglLGM4ELYc/IHyNCkazgMjxaxs8QYmQkqGyCV4ySAAfcYyc4AtX4vQ5Nb31jKVhivruK1dW+Fl71lBwOmSScZPpjJILCjSgRoriXvi0WuxnapCpN/UeFPQff0rsq3bytL3WvIHctgT8KevQZIGSfXoOo6YX9qDqlVBHrtyipENIvCQAoZz1PQknBHUdc9OflV9G29FbBGRnBojqk+iNfHxIPlTLYEdc1GZYpQXDEdPCpbH2qOb62cBRJgngBlK5PpzU2TfbIt0wByeg5qL+z1S9jeTOPjm+/H+a7q0nd2lw/pGxH2qV2GQJ2fjJ+JpGb8/wDFLHZo7CDcfIUqVKrFRq8keK2kki27kG7kZ4HXzHlmqW27QSShiYV8HxAcA/xWi4OeOUJxjpgZyattTZk065ZI1kYRnws+wHjzPkKGkLyd1GdIh7kFiive71Zx4lLDdhjnaTnPPOeAaAHSXZPl7QTIEEdv3jPvIG3bwpUepxnemOc84xxVhoupfvFJmPdgpIQqq2Ts6An6kNj5DyOQBq5mkdpkn020fvAQS+ok7l58i3CnxZXoec1X6p2gaymu4dMew064dgskzy94Qq5OADwMZY+5486Wq0gPJKNGPSkKyqw7b6hpN3C2oalFq1tM22REjVWhHHiBHXr0PpWnwTxTk91Kj4xkKwJGRkZ9OKEWqNNquit1GQi4O2RU65y4X9Qaaa4kEZDAy858LA/2FeLmUtcHEUjA55WQqB502e7YZ3d3MDgAurn8xQJP7KztBKo064IIOQB19SKIuzKNFoVkrKVPdA4Jz15/vQj2ofFgEJyWkAz7E0dWUfc2lvH02RqKGMfGPgnFKvOK7VihG1WKWfTbiK3SN5WTwLISFJ8s4IP50MHQr5oJI20bTTuIwpncrjHi4z14X7cmir8da7yhuIgwOCpcA/ak19aqDm4iz0xvFYWoVAo2hakc40nSxliSA74POP5hngv7kUH9qZ9W0rV5LcGBUGzapiyoGAQB16FfyrW/x9mc4uoeOvjBxQj20s49XsHvLeRTcQgCOBThpFzzkefXI+h9eIZ5pz8XyI8KAC11fVpikZlhEQ6bouV5Hw5Gf+I6elat2UETaPb3Mce2abKnk4JHhz9lH2rIbjs9dtIZl091mAyGCfF8s+v0o07B9oNXsZItJ1jTrkWfSG57vxREn4Wx1XJPiHvxkiOGql6rYJlS+UEcuoR6dObe7ZFkUZxu8vWvMurWtx8EyZ9NwpntXotvqzi7sr6CK5xh1eTCuPLnyNAl1pGrI21bR34yChDA+4NWaaC4Zea/Otxf6daIwLPMNwz6kAfqa0w8VjvZbSr8dobKa6gMUMUneO8pCgAc+dayb602Ei5ix6hgaeFpDytIkH3rtc58t3tSqgx3ypelKlWCQYSZ9Xu1lO5bcRmJT0UsDk49fn5UF/tnLQaPp1zC7xzpdhVdGIIBUnHHzUH2rtKo5/5sW/VhD2MmbV+yFk+pBJzNF/EygAb2AxWH9rIlttVu4oNyIkzBQGPAzSpVDN6Syd+ptX7Nbu4vOxOmzXUrSyAOm9jyVV2UfXgCiY9KVKunH6IefVHljhGI9KTeFTjjA4pUqoOcHI6n70qVKsY//9k=",https://www.amazon.com/innisfree-Green-Tea-Balancing-Toner/dp/B0BX4NCM37,1.5833333333333333,0.3333333333333333,1.9166666666666667
bioaqua rice ra pulp - toner,,2024-05-10 00:00:00.604309,,0,,,0.0,0.0,1.0
"balea toner beauty expert hydration, 100 ml",,2024-05-10 00:00:07.447800,,0,,,0.25,0.0,1.75
firstskin skin refining toner,16.16,2024-05-06 14:44:22.153070,4.2,498,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAFMAUwMBEQACEQEDEQH/xAAbAAACAgMBAAAAAAAAAAAAAAADBAEFAAIGB//EAEgQAAEDAgMDBggKBgsAAAAAAAECAxEABAUhMRITQQZRcYGR0RQiMmF0kqGxFSQ0NkJTk7LD8DNScqLC0gcjJkNEVIKDs8Hh/8QAGgEBAAMBAQEAAAAAAAAAAAAAAAECAwQFBv/EADIRAAIBAgIHBgYCAwAAAAAAAAABAgMRBHESMTJBUWHBEyEzQpGhBRQVImLwNLHC0eH/2gAMAwEAAhEDEQA/APaC6pQcMxsmABQCd264FwFqiBxoBVS18VK7aAhJJOZPbQDAoDFUAF0kRBoDTbVwUe2gCIdcGi1dtAWTK1kZqPkzQlhG3ypAJGdCAafId6TQCl5+l6hQCpoDEeUKAZAoCVDKgF3eFADoDdNAWTH8IoDGv0YoDXdulTid6U5zCQBl1g0ApcsSQpbzpkc8e6KAXLDX6zv2qu+gMSy1ORd+1V30AdNug8V+urvoCTbIHFfrq76AA5bo4l3qcV30Bp4O3zvfar76A2QwmYSt0f6yffQD6G3UJKt+5AEfR/loAzLbobTME84Ef90AvZPuuXeJhapDVzsIy0TumzHao9taTSSjbeurMaU3KU09z6I2ezAnmrM2FyBzUBgGdAc3y7UU2loQSP6xWnRXXhFeTPP+IO0YlBfYHiVsvYydMEndLOUdMdUawYrpjWps454erHmU99h2KNNLeU08ltoStQc8kdR847RWkZ027GE6VaKbs+42OE40i2tn2XHXU3CAtCWnVbQBAPGOcDKczGtR2lJtprUW7HEKKkm3fmwwsuUTDraU3F4drYJU0+shG1ESeGtRp0WtSDp4qLXe/VlovE8cs7Z4uXV62dqBvpPMfpdIqqp0pPUizrYiCd21n/09KwJ925wSwfeVtOuW7a1qgCSUgmvOqpRm0uJ7OHm50YyetpC2HfLMX9M/Baq1TVHLqytDbqZ/4oJcKDbZWqYSkkx5qztfuN27d4nY3bd9Zs3bIWG3kBaQsQYNTOLjJxZWnNVIKS3h6qXOa5eQbSzB03ip7K68JtM8/wCIbMSsdtLlSnbjD753bdYS+8p5ISSFJJHkzBASczEZZ51spKyUkc7hJtyhLWru/wC+4liGEYwWLtJv2FNFJW6JI2iJEZpyyRE6aVMatO67ik8PXtJaXdv/AG3IDaIvrdzELd/GksJsEJSVJbCkTGyE+MAfopHSBrAqZODSaje5FNVIuUXUtojbGG8om8lYgykpKNgFEgkEDMlOUSenmqrnRe4uqWKXm/fQXvsRfvLBxu4gqQ4o7UQTpl761hBRldHNVrSnBqR6dya+buGeit/dFebW8SWZ7WFt2EMl/QLDvleL+mfhNUqao5dWKG1Uz6IUxu0vnmVnDboNPLSlBS6Jb2QTtHSQSD7OGtTTlBP7kTVhUkn2bs/YHaXt09iV1aP2CmW2UpKH9qUuTzZColCKipJ6yYVJOcoONrb+I9WZsczy9MWln+2r3V2YPaZ5/wAR2InM3GGOhaktOtr2SUnPiDBGU847R546lUW9HBKi9SYneYLeFaghaCkZbW3Eg+b29Y41KrR3lJYapuFDg16P1fGMZqzJ107TVu1gUeGqB2cOv9pezckONKAUneEHQHXzbVQ6kOBZUavf93euZYP2L7NjcrcCQAZyUDURmnJJCdKUYNs9S5NfN7DPRW/uivNreJLM9vC+BDJf0Vbrb638S3CVqPhpHiqiDums+yR11FTVHLqyaO1Uz6IVumMTTZrtm0uFBYeSdmM1kL2YJMgaccsvPVYNKSbL1U3CSWuws4/jK1WKbWzurdDe7S8HN0QsbQCp1PkyciOit9Gkr3afqczlWejoprVwEcNa5RW+GoYi5Ru0tAbSWlKBhW0Ac/F8jMgn2xebouV/9mVNYmMNHv3cOftqCcsi6rC8NNwkoeJ8dJIMK2RIkZdlThbacrEY1vs4aWs5py2SJi7aIz0Xmfbxrq0uRwuNvMV921AKkXiJCZAC4JOsa/nz1eL5GUl3bQHwYCIxFnJYCYXpJ1GeUa6U0vxI0PzRuzbCBOIsgKglO846Z00vxCh+aLe4SU4e/N2h0bclKVTnl3VSO0u40mrQf3XPU+THzcwz0Vv7orzK/iSzPbwn8eGS/oBYQbvFfTPwm6mpqjl1ZNHann0QVxCfPpz1kbgdgA8e00BCUARBOXOZoDmuXmVpZAHRxXuFdmD1s8/4hsxOdcdC9bxkEGQSgzMkjj5z1GuhK244XK/mQrfv7bZ+O25UnxgndkbRBkDWM6tFcmVnK62l6Ca1NquQo3dsIJTtBuZAiDqdZPZxq1na1mVbTlfSQym7CCkeHsLBjPcSejWq6N9xbtLeZehYi5RuHVG6RI4hon861Gi76g5q17npvJsg8n8OIMjwZGfP4orzq3iSzPZw3gwyQtYH43ivph/4m6mpqjl1Yo7U8+iDOaVkbgjQETQHLf0gKAtbGdN6qeyuzB62ed8R2Y5nKuKw5SwNtaEkGSmTBkRrwifzlXWtOx5z7JsTfThhA2n38uZOZ9lWTqcCrjR4sDu8K2437+wOIGZz6Pz7Km9TgRajxYK58EC0eBqdI+lvKtHS8xnNQv8AaOoX8Xd85qN43M9j5LH+zeGeit/dFeRX8WWZ9DhP48MkY6q3t7l4JKEKcVtqz8owBPYB2VRts2UUr23gXXkkCFDSoLAi7QEb2gEsYwu1xhtpF0twBpRUndqA16q0p1ZU3dGNahGskpbirVyNwn6y6+0T/LW3zdTkc/0+jzAr5F4OdV3R/wB0d1PnKnIj6dR5+pA5FYKNfCT0u/8AlPnKpP06hz9QqOR2BpIlp09Lyqj5urx9ifp9Dh7j7fJvk+0hU2wMn6b6z/FVXiar3llgcOvL7s62ybZYs2WWUpQ2hASlIOQAGlYttu7OqMVFJLUY8y06TvG0q/aE1BIuqxtP8s16ooDQ4faT8nR1UBPwbZ/Uj1jQEfBln9T+8e+gI+DbP6n9499AYMNs/qR6x76A2+DbMf3CfbQEpw+zH+Ga9WgCptLZHkMNp6EigGwMqA//2Q==",https://www.amazon.com/Refining-Toner-Salicylic-Niacinamide-Solution/dp/B09251CWNQ,0.0,0.0,1.0
you radiance glow toner essence,15.84,2024-05-06 14:44:27.253031,4.4,4867,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAHIAcgMBEQACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAAAAwIEBgEFB//EADoQAAIBAgIECwUHBQAAAAAAAAABAgMRBCESMXOxBQYTMjQ1QVFhcZJCQ1ORwRQiIyRUcoEzYmOC0f/EABkBAAMBAQEAAAAAAAAAAAAAAAABAgMEBf/EACQRAQACAQMFAQADAQAAAAAAAAABAhESMTIDBCFBUTMTI2Ei/9oADAMBAAIRAxEAPwD7BiMXWlXlSw9oxhlKTV7sytec+Gla+PLnKYz4q9KJ12PRA5TGfFXpQa7HoqNPGfFXpQa7DRUcpjPir0oNdhoqOUxnxV6UGuxaIPw1arpKNazvqaRdbTO6bVxsq43hSjedCEZyknZuySMup1q4mq6dOdyI4upGLkqCs1a7kYxeYaaYKeOmvdr5k/yHoRljG83Sa/2HrGhfwnCFLEzcIKUZJXtJHRTqVtsytSarTs9ZogpJ0qinD+ULYSup3V1qZplCoqPJ1J5ZOV0zK1fLWtvCVicKFhYA1BgOAAASgryXmVWPJWnwz01fHVl/llvOC/m8t68YXLfg5leiV5WuQpCovuscmOCH+ef7HvK7fmjq8Xtpne504rSAk1NpJdxWSWLJlpFl3CwMhpdyDAyoVMSqtXQopaK1y7zK1vjWtfcmLUQp2Ku7DiMlM4WIQUV4m0VwymcstU6dW2r3nl25y7K8YXF/RK9EQ9Zn7UhU5jKkOcE5Y1/sf0K7fmXV4vcirs73MfFaKuNKap5IeCNLIAHm4rESxEnRoP8ADWU5Lt8EZXt6hpSvuU6VNU4pIyaGJXdkVEFKxThorxNq1wxmcplEyNXptfaS3nk35y7q8YXfclekq8ss2nYhSNR/dY52CXAq0se1/Y/oV20f2J6vFoIxSPQcxkY3fgUUyZYpLoB52OrznUeGptpe3JbjK9vUNKV9u0aSpxslYzaGCIZ+y7PvHE4GMuQxNWDtUWnHvWtGkdSfaJp8W4SjOKlF3TNInLOWSq9NrbSW88q/OXdXjC57kr0lKpP8noyqJy0k0tLSy8uyxUz/AMYymOSnU5rM52aG8AK/CUkvhv6F9r+ietwaSNN+0/kejhyZTSsUToAAFOrS0MROdspmV6+ctKT4w7YzwvLui+5j0yWYceQsYNwAKb5Kd1zXrRdJwm0ZhnK3Tq20lvPPvzl014wuxV6WtLzKiPCZ8FTi2kuVg0tWYpj1kRP+FVVZPNPyFKoN4vdZPZvei+0/RHX4NOem5AAAAAHMmAcUYrUhYg8pDJCpBTXj2MmYycThVTzaetZMxmMNonLusQZufS6u0e84bcpdEbLyV6KzNI2RKM3OV1Kbs9eQpzJRhXrL7rs75EWXBvF7rJ7N70a9p+ievwac9JxgAADzq+Nqyqyp4aCtF2c5d/gZ2v8AGkUzHk3D16yko10vNBW+dymnxcNEAAACjVdsXJLtSbMb7tabJEKZyp0yrtHvOG3KXRGy57kv0khtkZNGpzGEg7i91k9m96Ne0/RHW4NMek5AAAB51Knyc5wa1SOeYxLaNjXqYoNYpVFOPitaOiJyxmMGDJGpONOLlN2itbFM4DzqMnVqzrNNKTyXgYWnM5bxGIWEIM5U6XV2kt5xW5S3jZb9yP0RLINCpzWVJncXusXs3vRp2n6M+vxaY9JyAAACviKefKRXmZ3r7XWceC0ZNEZRd9KEnGS7UOJwJjKLxGKWS5N+LT/6V/JKdEFSp1a8lKvNyS1R7ETNpndURELEYqKshAyEdJoqsZlNpxDNVemV9pLecF+cumvGFr3YyKesg0KnNZUnB3F7rKWze9Gnafojr8WmPScYAAAABE6Od4fIztRcWwW1bWjPSuJFhYMWHgZTjTb1lRTKJsdGKirI1iMM5nLKVemV9pLeeXfnLurxhYXMAi5ZE4MupzWOdjP4vdZS2b3o07T9GfX4tMek5AAAAAAAcaTAOaEe5CxB5l1JLUhk6AABkavTK+0lvPJvzl3V4wsLmIZOSnJ5OT+YsyMQTU5rCVH8XuspbOW9Gnafoz6/Fpj0nIAAAAAAAAAAAAAAAyFXptfaS3nk35y7q8YWPZGXtBkqQqc15peYA/gDrWf7Jb0a9r+so6/Bpj0nGAAAAAAAAAAAAAAAxteWjj8Qnr5SWX8nkX5y768YWFUWjrHkYLdREyaFWotB5gIWOLV5cJyazSpu7/lG3afoz6/FqT0nGAAAAAAAAAAAAAOPUAUpUaU5yc6cJZ9sUzG1Yzs0rMj7Lhv09L0Iia1+K1T9R+y4f9PS9CDTX4NU/XXhcMrWw9L0INNfg1T9Mw0Iwq2hFRVuxWNKRET4RafC2aoAAAH/2Q==",https://www.amazon.com/glow-toner/s?k=glow+toner,1.1428571428571428,0.2857142857142857,1.4285714285714286
numbuzin no.5+ niacinamide concentrated toner pad,18.72,2024-05-06 14:44:36.825620,4.6,708,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAFMAlAMBIgACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAAABAECAwUGB//EADYQAAEDAgQDBgQFBAMAAAAAAAEAAgMEERIhMVEFQZETIjJSYXJxgZKhBjNi4fAUQsLRI1TB/8QAGQEBAQEBAQEAAAAAAAAAAAAAAAECAwUE/8QAHxEBAQACAQUBAQAAAAAAAAAAAAECERIDMTJBUSET/9oADAMBAAIRAxEAPwD7gVzqbvve/dxKendghe7ZpKTo22iC59RY3Oi3j8AS79PVXfVQwgB7xfYZqYFboSg4hT7u+grWOqgkNmytvscl03EbIQhUCVkmcHkDRNLnzHvu+JXDr5XGfjWM3Q45l3M6qDZCjVfHu100ta45FQBvkgFGLdTZpawVSADqVJOyjNDSpP8AL2Us1vb5qrmq7G5NF1YlMUv5Z9xQim8Dvchenj4xzHEDalcPMQPuqQCzAtK2MyQi3I3VIzkFyz7kWIuFmYWk6LVWDCViTaseybbQdFhURsaBdoJKcLHBLzML7Z2t6LWOP6lYwzPhPdcS3ylb/wBa/wAg6rHsfUdEdl6jou0iNjXOAuWNA3ul3zsJc7Ewcz3lbsvX7Kez9R0WcsJl3N6ZiojH98f1D+clLp2DMvYBuXCy0wHmfsjAs/xw+LyrMStJsHNJvpfNXxHZThO6MKfxw+HKoxeiA43sjCdwjBfmpejhfRyqxClvIbKrRbK6uOWeXxXx3HjbHTe21MO473FCKfwu9xQvQw8Y5mSqFjSdEjUVshlMVMB3cnPdvsERVFSxw7bC5voLFZuU3o0faxo0VlDTcXClbQJaoydlzCZS9Tr8kGBUIQgFW7tvv+yshBW7th1/ZF3bff8AZWyRkggYth1RmpuougEIupyVEf3FS3UcgoHiK1YBbXovP6m+d06TsvT+F3uKFanaQx1/MUL7sPGMFII+ze9p1xFMOaCCpqIyH9qPg5Q03XGzVWLU0oH/ABu1GnqmEnJHi9COaoJ6iPIgSDc5FbxziaPpOujikewOJx7A8lm+pqX5NYxnrqinhwPxuJc52pKvOW6hopURNYe6SsbbldmQDFmAkXcSoWAl0zABr3Tl8clLhb7XZT4OKg+pPVPGvotO2j0va2dtEwAwi4At8Fi9K/TlHIJ/UeqPmeq7GFvlHRRhb5R0U/jfq8o5Oe56qbLq4WeUdFOFvlb0VnSs9pyciyu2IOGafngZIzIBrhoQk4jkVuTVTZmmiDIwGjXMpuj8DvcURRXhbYkZclrFGI22Cx08Mscratu4uhCF3ZQRdYOiLT3NEwhSzYWvuhbloPJR2TVzvTXbGykarXs2qHgBuQ5q44WUtZykXJOQHNZYYzisGm+RsArzkBriSB3TmdFz2mE/9cjS1iusm0OWjAJAYBvYBWuPRLAMINuxN9grBg2i3+avFNt7jcKbrFjGA5tj9LBatAAsLAKWErz/ABSt4zL+Im8K4PNRQNbRf1MklTA6XMvwgABzbaFMOouM1PCKimq+JwsrHk4J6ODswG20IcXZ3vmPRaV34f4bxOvdV1DJnVAiELjFUyMs0EuAs1w3JXK/A88pqePUDauWsoaCu7Glnml7RwGBrnR4zm7C4kZ3KivSvDmU2F8jpHAC7zkXevd/8CSj8JT1RlC7xcvDivr+nNJCRskLy0NGGTCLakWTW/027MP5TPaFdUh/KZ7QroBCEIBCEIBCEIBUl8PzQhAvVAOY5p0c0g9FzxTRNGQd9bv9oQt4iwhZ+r6yrCNo831FCFal7LiJocCL/UUxoMtkIWamLm1v4X4JxapdVV/D4pKhzQ10rSWOc3YlpBI9Cm6CjpuH0rKShp4qenjFmRRMDWt+QQhZabuYHjC69jsSFwOGEuFRi5P/AMQhC1PGp7eoh/LZ7QroQsqEIQg//9k=",https://www.amazon.com/numbuzin-Niacinamide-Concentrated-Glutathione-6-08fl-oz/dp/B0C61CJ66L,0.6,0.5,1.75
essenso skin toner lavender water,,2024-05-10 00:00:21.078844,,0,,,0.0,0.0,2.3333333333333335
too cool for school blue-green algae boosting toner,,2024-05-10 00:00:26.729963,,0,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAFMAlAMBIgACEQEDEQH/xAAaAAEAAgMBAAAAAAAAAAAAAAAAAwQCBQYB/8QAPhAAAQMDAQQGBwYDCQAAAAAAAQACAwQRIRIFEzFBIlFhcYHwBhQzobHR4SMyNIKR8RVTYyQlQkNSYnKSwf/EABkBAQEBAQEBAAAAAAAAAAAAAAABAgQDBf/EACARAQACAgMAAgMAAAAAAAAAAAABEQIxAxIyQYETISL/2gAMAwEAAhEDEQA/AOuREXY+EKVjW7vUcnPwx7z7lEiCttaQQSxtFU2nzpILdWvhfu+qqRVji9rTtGBznizS2EjpEi3Pt4K7UP0FvSjAP+v4qIzkXzT3GLA9yjcVSqyueQdW0Ka5tYMjvbIHzHip4TV1ETZIqyJzHAZEPMHPPw8FnvGtGPVgLk+fevRUFrMGBvHFzxv2ITI6Gu13FVHY26Ji6uNs81bVY1BH+OG2M3PnrXjah1iXPgtcgZ4qpUytIoWPme27REeogmyyBm1DUI7dhKJSREREEREBERAREQEREBEU8LWlowCelgnsx/6fBBVkY59rSFvcAViYn6iRMRnhpHyUG2JhFPC0TSwkgjUxoLbi2XKn6w0NZ/eVR0tbh/ZXXIHHlyuP2UbiJbPcuuDvnXAt90IInAWErv8AqPP7rWesv3RLq6Y6SWktpiONyCbgchbv71LTP9bcfV9ozHSwEfY2GeeRnl28UOsr25fpI3zrnnpAt7l4IHBxIlOc20hV3UlYGkx17tfU5gt9FnLS1Dy7TXSNaXXADBcC/BE+1pjdLQL37bWuvVWZTz6ozJVOcGEktDQNXVdWVUkRbKk2S6ppGziYN1X6JbdVtpUo2dA2WWVtnPDOHM/ss94unp+HPr2r9KyICCLhFp5CIiAiIgIiICIiCGoe5hbpkDeOCy91DvnOkvrZcDB3RJtzVl8eog6nNt1GyxMNySZZT+btuo1Eot9IZAC8Fp64zfjw+q8bI4N0iRo0gWtEQFM2ItIdvZD16je6lQmVXfn+cOy0Z89S830jSdcrS0dUZuSrd0VS1drpn/ckZjrYVO29hqIJ52XqziYXv0hDenSbIxsqEd/xK0Xp2R/Bm9lRHw7ytRtWnk0npkdi0LoHscHk5abheM41Nu7Hl/npMOmicWU8bnxytbpHSdGbDvPJSixAINwVnsbacdXT6SNMkVmuHG/alRG2OXVEAI38W2wHdnf54r0jK3Nnx1FwwREWniIiICIiApow3d3Nieljwx8b+ChRBX2nII5Iy2SZlmOP2LNQJsL37r8lr2SGPPrNa5rrt9lw0jja1+fitlUawW6HyNH+1moeKh1zh3tJiCCMwc8fVRuJVd45s7gKmtc4NFvscZBtytfOfBeOkc3QTWVhIGq24Gfd2jB6vEbSOpcyB0T2ukJfcv3WfC3JY78BoLmSjOeiez5otqlM4yyNa2qqCW3JL4rBwxzt8OtZOoJzn+IVGoG4JA5cMAZVkVDTwZLcGxGg4Tf/ANKW1r/cVZufhKpqX2vgVXY8PFw1w/5CxVik9t4FJMfUNRtjactMXMkooC0E2e+YjUL2Bx8Oxadm0DUh7BS04bi72SElp5+8Ec+BXV1hjs7esY4DgSBf3rQ1pgDSIY2NvxIaL+5ecuqKZejZtXT284C6GfEYB4k3HcuZ9H3ltfPpt49wXQElxuTcq4w8+TONPERFtziIiAiIgIiIK9XvbNMLpGkXyxod+oWN5QW9OcgcfshnPywrSItsJKnXITuZBfqZhYma2N1KcXwxSohaIzf05T+VeesD+TMDxA0ZIx81MiCJ0+n/ACZT3NVujN5fylQqak9sO4qTpcfTTelkssVGTBJoeTble3X1/otHs+ofU7PZLIDrOCSAL/ouh2+2nqad8Upbm4BLeB6wtDEIKenbBE4kNAF8klZy06I2t7B/HzeeQXQrntgfj5vPILoVrHTw5PQiIqwIiICIiAiIgIiICIiAiIgKWmxM3xXqKS1juEG0gHA6gD3rn57NadIAzyC8RYnTpjb30f8Ax8/nkF0KItxpz8noREVYEREH/9k=",https://www.amazon.com/-/he/T-KSBABBT-A00/dp/B09YCM7VCX,0.0,0.0,1.6666666666666667
urban veda soothing hydrating toner,,2024-05-10 00:00:33.460263,,0,,,0.0,0.0,1.5
neulii jeju camellia moisture toner,,2024-05-10 00:00:39.093560,,0,,,1.8571428571428572,0.42857142857142855,2.0
the originote b5 soothing toner,,2024-05-10 00:00:44.710469,,0,,,1.6,0.2,1.2
dr rashel 24k gold radiance&anti aging essence toner,,2024-05-10 00:00:50.611645,,0,,,1.0,0.6666666666666666,1.6666666666666667
cream skin cerapeptide toner & moisturizer,,2024-05-10 00:00:56.573790,,0,,,0.8,0.25,1.25
pretty well 2% pha bha gentle exfoliating toner,,2024-05-10 00:01:04.188277,,0,,,0.0,0.0,1.0
hydropeptide pre-treatment toner: balance & brighten,,2024-05-10 00:01:09.155434,,0,,,1.2857142857142858,0.8571428571428571,2.142857142857143
