product_id,ingredient_id
67,50
67,71
67,18
67,19
67,20
67,21
67,29
67,15
68,16
68,4
68,50
68,86
68,22
68,57
68,85
68,26
68,15
68,25
68,16
68,17
68,18
68,15
68,23
68,26
68,38
68,68
68,55
68,13
68,15
68,61
68,19
68,20
68,21
68,22
68,23
68,23
68,24
68,25
68,28
68,26
68,71
68,33
68,12
69,12
69,4
69,25
69,22
69,24
69,26
69,12
69,13
69,60
69,37
69,87
69,14
69,15
69,64
69,42
69,43
69,44
69,59
69,45
69,24
69,41
69,97
69,63
69,16
69,90
69,17
69,67
69,94
69,23
69,7
69,29
69,69
69,49
69,49
69,66
69,56
69,21
69,65
69,60
69,50
69,22
69,55
69,53
69,16
69,103
69,23
69,15
69,18
69,12
69,55
69,33
69,54
69,23
69,72
69,60
69,19
69,18
69,58
69,55
69,56
70,12
70,16
70,22
70,4
70,26
70,26
70,22
70,66
70,26
70,94
70,23
70,56
70,21
70,22
71,12
71,4
71,22
71,22
71,23
71,78
71,53
71,24
71,25
71,24
71,25
71,40
71,23
71,103
71,97
71,26
71,93
71,94
71,27
71,28
71,135
71,29
71,73
71,113
71,30
71,28
71,31
71,32
71,128
71,131
71,45
71,33
71,34
71,64
71,66
71,100
71,94
71,23
71,96
71,12
71,88
71,22
71,49
72,112
72,105
72,4
72,16
72,95
72,68
72,22
72,136
72,22
72,15
72,26
72,49
72,67
73,67
73,68
73,100
73,65
74,12
74,65
74,22
74,21
74,24
74,26
74,33
74,26
74,53
74,54
74,24
74,83
74,43
74,105
74,66
74,44
74,67
74,15
74,26
74,40
74,73
74,68
74,107
74,69
75,16
75,4
75,50
75,22
75,67
75,24
75,16
75,12
75,69
75,26
75,26
75,70
75,73
75,71
75,50
75,72
75,73
75,22
75,23
76,12
76,22
76,4
76,3
76,8
76,23
76,33
76,87
76,42
76,43
76,44
76,45
76,25
76,66
76,26
76,49
76,21
76,50
76,22
76,15
76,12
76,51
76,54
76,23
76,55
77,16
77,4
77,55
77,23
77,24
77,24
77,56
77,57
77,58
77,55
77,12
77,94
78,12
78,4
78,22
78,8
78,16
78,24
78,26
78,94
78,12
78,42
78,33
78,15
78,45
78,33
78,26
79,16
79,36
79,4
79,50
79,61
79,27
79,22
79,26
79,27
79,41
79,24
79,2
79,60
79,22
79,62
79,27
79,89
79,97
79,113
79,44
79,82
79,42
79,71
79,28
79,29
79,50
79,30
79,31
79,38
79,15
79,66
79,26
79,93
80,16
80,4
80,22
80,24
80,25
80,26
80,93
80,94
80,26
80,22
80,95
80,115
80,94
80,15
80,12
80,55
80,52
81,16
81,52
81,4
81,53
81,15
81,99
81,90
81,63
81,54
81,46
81,64
81,100
81,55
81,56
81,57
81,58
81,64
81,47
81,26
81,74
81,48
81,59
81,60
81,103
81,12
81,56
81,39
81,23
81,22
81,66
81,61
81,62
81,22
82,12
82,4
82,22
82,8
82,15
82,27
82,29
82,30
82,37
82,24
82,23
82,28
82,40
82,38
82,96
82,14
82,13
82,45
82,7
82,103
82,97
82,22
82,55
82,98
82,53
82,12
82,29
82,94
83,112
83,22
83,4
83,3
83,37
83,33
83,87
83,25
83,136
83,42
83,43
83,44
83,45
83,32
83,26
83,49
83,50
83,15
83,57
83,12
83,51
83,52
83,54
83,23
85,23
85,4
85,15
85,45
85,23
85,57
85,136
85,50
85,41
85,60
85,53
85,24
85,25
85,29
85,26
85,73
85,21
85,7
85,27
85,29
85,12
85,107
85,22
85,28
86,12
86,28
86,29
86,30
86,58
86,61
86,22
86,23
86,45
86,68
86,15
86,94
86,31
86,136
86,28
86,49
86,26
86,100
86,62
86,27
86,70
86,75
86,76
86,32
86,74
86,94
86,12
86,22
86,33
87,135
87,22
87,85
87,33
87,13
87,34
87,90
88,16
88,4
88,98
88,38
88,26
88,62
88,17
88,40
88,114
88,72
88,42
88,90
88,91
88,92
88,46
88,124
88,8
88,60
88,63
88,93
88,26
88,119
88,122
88,40
88,12
88,94
88,29
88,94
88,115
88,113
88,95
88,96
88,94
88,97
88,98
88,67
88,106
88,78
88,99
88,100
88,101
88,128
88,102
88,103
88,131
88,104
88,74
88,45
88,105
89,98
89,54
89,106
89,105
89,64
89,32
89,50
89,95
89,29
89,22
89,66
89,37
89,94
89,71
89,26
89,30
90,16
90,30
90,68
90,57
90,3
90,104
90,31
90,50
90,32
90,22
90,55
90,94
90,93
91,112
91,47
91,69
91,72
91,93
91,4
91,22
91,22
91,24
91,94
91,33
91,95
91,96
91,90
91,26
91,55
91,68
91,54
91,66
91,26
91,97
91,98
96,98
96,136
96,99
96,100
96,16
96,101
96,102
96,103
96,31
96,26
96,12
96,94
96,23
96,101
96,104
96,69
96,70
96,93
97,12
97,34
97,35
97,36
97,37
97,38
97,39
97,40
97,41
97,42
97,43
97,44
97,45
97,46
97,47
97,48
97,49
97,50
97,51
97,12
97,52
97,53
97,54
97,26
97,55
97,56
97,32
97,57
97,22
97,22
98,112
98,4
98,81
98,22
98,22
98,24
98,61
98,2
98,17
98,42
98,43
98,44
98,45
98,23
98,26
98,94
98,93
98,66
98,49
98,21
98,50
98,12
98,45
98,26
98,33
98,113
98,98
98,54
98,23
98,56
98,37
98,13
98,87
99,16
99,4
99,25
99,22
99,24
99,41
99,60
99,13
99,87
99,29
99,21
99,94
99,88
99,89
99,16
99,136
99,33
99,12
99,19
99,60
99,66
99,23
99,22
99,23
100,16
100,4
100,58
100,61
100,36
100,27
100,23
100,31
100,24
100,25
100,41
100,26
100,33
100,14
100,27
100,115
100,93
100,28
100,21
100,29
100,30
100,38
100,55
100,15
101,16
101,85
101,93
101,25
101,4
101,60
101,15
101,26
101,55
101,112
101,100
101,16
101,17
101,18
101,71
101,33
101,61
101,103
101,14
101,23
101,19
101,50
101,57
101,60
101,24
101,29
101,66
101,68
101,55
101,12
101,20
101,113
101,89
101,42
101,86
101,38
101,50
101,93
102,85
102,21
102,93
102,94
102,22
102,95
102,50
102,23
102,16
102,71
102,56
102,106
102,73
102,95
102,112
102,12
102,96
102,97
102,98
102,99
102,100
102,103
102,101
102,79
102,102
102,41
102,55
102,103
102,104
102,105
102,106
102,106
102,107
102,108
102,109
102,110
102,89
102,111
102,112
102,113
102,42
104,4
104,22
104,28
104,23
104,26
104,103
104,33
104,52
104,57
104,50
104,24
104,15
104,14
104,71
104,104
104,12
104,100
104,13
104,42
104,68
104,16
104,94
104,43
104,44
104,37
104,45
104,22
104,28
104,46
105,28
105,4
105,22
105,57
105,51
105,69
105,46
105,47
105,106
105,69
105,48
107,12
107,23
107,50
107,23
107,27
107,22
107,48
107,47
107,22
107,12
107,26
107,22
107,14
107,16
107,13
107,66
107,55
107,49
107,50
108,12
108,16
108,50
108,51
108,24
108,52
108,23
108,28
108,22
108,53
108,24
108,22
108,21
108,142
108,53
108,71
108,26
108,26
109,112
109,4
109,15
109,57
109,22
109,38
109,26
109,21
109,71
109,12
109,55
109,27
109,14
109,31
109,22
109,78
109,94
109,28
109,29
109,115
109,98
109,23
109,33
110,16
110,4
110,99
110,98
110,94
110,61
110,53
110,58
110,33
110,41
110,33
110,100
110,34
110,14
110,60
110,45
110,28
110,7
110,105
110,49
110,63
110,52
110,55
110,70
110,69
110,67
110,65
110,35
110,68
110,29
110,107
110,32
110,57
110,15
110,93
110,36
110,91
110,15
111,12
111,22
111,15
111,25
111,23
111,26
111,53
111,23
111,24
111,22
111,94
111,33
111,16
111,15
111,55
111,68
111,101
111,50
111,94
111,115
112,12
112,4
112,81
112,22
112,22
112,24
112,61
112,2
112,37
112,13
112,87
112,17
112,42
112,43
112,44
112,45
112,23
112,26
112,94
112,93
112,49
112,21
112,50
112,12
112,45
112,26
112,33
112,113
112,98
112,54
112,23
112,56
113,12
113,135
113,22
113,27
113,4
113,136
113,23
113,53
113,137
113,21
113,42
113,138
113,139
113,52
113,37
113,140
113,141
113,142
113,22
113,2
113,123
113,22
113,51
113,143
113,55
113,12
114,16
114,4
114,25
114,22
114,24
114,41
114,60
114,13
114,87
114,29
114,21
114,94
114,88
114,89
114,16
114,136
114,33
114,12
114,19
114,60
114,66
114,23
114,22
114,23
117,16
117,85
117,4
117,22
117,22
117,26
117,26
117,71
117,23
117,73
117,95
117,104
117,24
117,47
117,25
117,26
117,27
117,40
117,28
117,29
117,30
117,130
117,89
117,31
117,12
117,56
117,42
117,61
117,68
117,66
117,14
117,42
117,55
117,26
118,16
118,4
118,56
118,57
118,100
118,52
118,28
118,60
118,26
118,71
118,26
118,33
118,103
118,12
118,93
118,24
118,89
118,42
118,99
118,50
118,27
118,58
118,61
118,28
118,31
118,29
118,46
118,50
118,15
118,30
118,93
119,16
119,4
119,50
119,22
119,67
119,24
119,16
119,12
119,69
119,26
119,26
119,70
119,73
119,71
119,50
119,72
119,73
119,22
119,23
120,16
120,93
120,57
120,55
120,86
120,85
120,71
120,73
120,66
120,67
120,95
120,128
120,131
120,112
120,111
120,106
120,89
120,60
120,56
120,26
120,23
120,50
120,15
120,68
120,68
120,42
120,52
120,42
120,26
120,55
120,24
121,112
121,4
121,26
121,38
121,17
121,113
121,40
121,114
121,115
121,116
121,117
121,118
121,119
121,120
121,26
121,121
121,46
121,33
121,122
121,123
121,60
121,63
121,124
121,71
121,29
121,125
121,12
121,126
122,12
122,57
122,23
122,4
122,33
122,28
122,126
122,18
122,87
122,2
122,45
122,66
122,22
122,22
122,127
122,53
122,51
122,12
122,128
122,29
122,62
122,22
122,69
122,35
122,56
122,92
122,105
124,16
124,4
124,16
124,36
124,28
124,105
124,50
124,8
124,106
124,18
124,13
124,38
124,107
124,55
124,94
124,33
124,108
124,71
124,128
124,15
124,98
124,66
124,109
124,95
124,131
124,73
124,110
124,109
124,111
124,112
124,113
124,114
124,21
124,89
124,42
124,123
124,42
124,142
124,52
124,138
124,140
124,141
124,115
125,12
125,18
125,78
125,22
125,39
125,115
125,4
125,116
125,46
125,14
125,23
125,117
125,53
125,118
125,93
125,26
125,119
126,12
126,36
126,61
126,4
126,31
126,116
126,53
126,94
126,23
126,50
126,119
126,120
126,121
126,51
126,93
126,119
128,12
128,95
128,36
128,61
128,31
128,58
128,4
128,27
128,50
128,120
128,119
128,62
128,120
128,25
128,121
128,93
128,55
128,51
128,122
128,123
128,69
128,124
128,132
128,97
128,125
128,126
128,57
128,70
128,23
128,16
128,22
128,22
128,66
129,12
129,34
129,38
129,12
129,120
129,66
129,26
129,67
129,68
129,69
129,30
129,70
129,50
129,29
129,71
129,71
129,72
129,28
129,26
129,73
129,26
130,12
130,69
130,22
130,103
130,97
130,26
130,27
130,28
130,29
130,30
130,31
130,32
130,33
130,34
130,35
130,36
130,37
130,38
130,2
130,55
130,60
130,22
130,39
130,94
130,55
130,69
130,135
130,62
130,15
131,12
131,25
131,22
131,4
131,28
131,135
131,12
131,22
131,40
131,55
131,119
131,15
132,12
132,135
132,53
132,136
132,41
132,60
132,33
132,17
132,50
132,42
132,82
132,83
132,43
132,44
132,73
132,94
132,15
132,16
132,95
132,29
132,17
132,24
132,21
132,14
132,50
132,89
132,73
132,18
132,33
132,19
132,26
132,22
132,55
133,16
133,57
133,4
133,105
133,55
133,22
133,55
133,60
133,23
133,93
133,94
133,18
133,15
133,56
133,24
133,136
133,94
133,66
133,23
134,12
134,4
134,18
134,22
134,24
134,33
134,7
134,14
134,26
134,23
134,30
134,24
134,66
134,15
134,13
134,109
134,12
134,15
134,21
134,98
134,120
134,71
134,33
135,12
135,24
135,4
135,61
135,23
135,22
135,90
135,87
135,33
135,34
135,35
135,7
135,20
135,94
135,95
135,26
135,13
135,23
135,22
135,56
136,16
136,23
136,22
136,115
136,14
136,68
136,100
136,56
136,33
136,57
136,101
136,61
136,26
136,12
136,15
136,66
136,93
137,112
137,28
137,93
137,134
137,103
137,94
137,24
137,4
137,22
137,95
137,45
137,61
137,23
137,12
137,40
137,52
137,70
137,55
137,23
137,29
137,96
137,97
137,94
137,98
137,99
137,72
137,115
137,100
137,101
137,102
137,103
137,104
137,105
137,106
138,16
138,24
138,8
138,4
138,27
138,25
138,23
138,38
138,71
138,98
138,38
138,96
138,26
138,23
138,115
138,106
138,55
138,107
138,50
138,24
138,108
138,28
138,109
138,54
138,110
138,111
138,112
138,112
138,44
138,113
138,94
138,92
138,114
138,32
138,57
138,111
138,29
138,115
138,113
138,116
138,99
138,12
138,117
138,75
138,74
138,73
138,76
138,50
138,59
138,15
139,12
139,15
139,61
139,16
139,17
139,115
140,16
140,4
140,3
140,38
140,40
140,26
140,28
140,57
140,22
140,22
140,115
140,26
140,57
140,86
140,12
140,22
140,63
140,64
140,52
140,42
140,55
140,106
140,116
140,71
140,117
140,23
140,33
140,50
140,60
140,21
140,118
140,123
140,141
140,142
140,138
140,52
140,140
140,139
141,12
141,139
141,140
141,141
141,142
141,16
141,40
141,57
141,143
141,3
141,144
141,126
141,4
141,145
142,12
142,22
142,40
142,31
142,2
142,38
142,33
142,21
142,73
142,42
142,140
142,21
142,142
142,138
142,145
142,141
142,43
142,83
142,82
142,52
142,44
142,146
142,147
142,148
142,149
142,89
142,50
142,22
142,150
142,93
142,66
142,15
142,50
142,151
142,152
142,41
143,16
143,95
143,36
143,61
143,31
143,41
143,4
143,27
143,50
143,120
143,42
143,55
143,122
143,51
143,40
143,70
143,23
143,66
143,22
143,43
144,12
144,22
144,21
144,4
144,50
144,85
144,39
144,16
144,113
144,60
144,42
144,43
144,101
144,126
144,103
144,24
144,44
144,22
144,107
144,55
144,53
145,16
145,4
145,103
145,16
145,26
145,33
145,49
145,26
145,71
145,69
145,94
145,15
146,26
146,63
146,15
146,16
146,17
146,21
146,18
146,24
146,33
146,19
146,20
146,21
146,4
146,92
146,22
146,49
146,23
146,24
147,16
147,50
147,38
147,4
147,93
147,24
147,25
147,78
147,64
147,68
147,47
147,40
147,24
147,29
147,26
147,7
147,26
147,27
147,24
147,28
147,45
147,29
147,30
147,31
148,16
148,22
148,22
148,85
148,4
148,26
148,29
148,25
148,22
148,66
148,45
148,31
148,23
148,51
148,55
148,56
148,12
148,50
148,62
148,29
148,32
148,33
148,22
148,34
149,16
149,4
149,16
149,36
149,50
149,22
149,28
149,98
149,27
149,59
149,75
149,76
149,74
149,14
149,13
149,128
149,34
149,94
149,131
149,26
149,64
149,33
149,51
149,71
149,55
149,12
149,35
150,12
150,34
150,38
150,28
150,12
150,120
150,38
150,26
150,26
150,68
150,118
150,47
150,30
150,13
150,50
150,29
150,71
150,35
150,36
150,26
151,16
151,4
151,22
151,93
151,36
151,26
151,26
151,51
151,26
151,22
151,55
151,53
151,27
151,117
151,115
151,38
151,27
151,33
151,23
151,71
151,22
151,24
151,46
151,61
151,29
151,12
151,94
151,29
151,31
151,69
151,70
151,28
152,2
152,12
152,113
152,33
152,66
152,78
152,23
152,33
152,4
152,93
152,94
152,40
152,22
152,76
152,37
