wishlist_id,product_id
091aefa1-7dad-4036-ade3-bf59cf51a36d,1367
091aefa1-7dad-4036-ade3-bf59cf51a36d,1103
091aefa1-7dad-4036-ade3-bf59cf51a36d,1559
091aefa1-7dad-4036-ade3-bf59cf51a36d,1456
091aefa1-7dad-4036-ade3-bf59cf51a36d,435
091aefa1-7dad-4036-ade3-bf59cf51a36d,703
091aefa1-7dad-4036-ade3-bf59cf51a36d,1835
091aefa1-7dad-4036-ade3-bf59cf51a36d,1020
766858d9-d39d-45e8-a8b8-e813f8d19625,432
766858d9-d39d-45e8-a8b8-e813f8d19625,150
766858d9-d39d-45e8-a8b8-e813f8d19625,1123
766858d9-d39d-45e8-a8b8-e813f8d19625,1298
766858d9-d39d-45e8-a8b8-e813f8d19625,1776
766858d9-d39d-45e8-a8b8-e813f8d19625,1750
2edca355-adaa-49ab-aa12-3352b5dc1380,1467
5fb78ffe-ae64-434a-9cf2-cc3a7b9f05bc,1131
5fb78ffe-ae64-434a-9cf2-cc3a7b9f05bc,797
5fb78ffe-ae64-434a-9cf2-cc3a7b9f05bc,1841
15bbc904-26b0-481f-95b4-946310039009,654
15bbc904-26b0-481f-95b4-946310039009,226
15bbc904-26b0-481f-95b4-946310039009,396
15bbc904-26b0-481f-95b4-946310039009,902
15bbc904-26b0-481f-95b4-946310039009,223
15bbc904-26b0-481f-95b4-946310039009,301
15bbc904-26b0-481f-95b4-946310039009,688
1582194a-27b0-4fa2-94ef-da5101f18877,226
1582194a-27b0-4fa2-94ef-da5101f18877,1374
1582194a-27b0-4fa2-94ef-da5101f18877,33
1582194a-27b0-4fa2-94ef-da5101f18877,12
5b312515-ca0d-43ee-88eb-78e405d2033b,126
5b312515-ca0d-43ee-88eb-78e405d2033b,1461
5b312515-ca0d-43ee-88eb-78e405d2033b,1122
5b312515-ca0d-43ee-88eb-78e405d2033b,1218
5b312515-ca0d-43ee-88eb-78e405d2033b,1233
5b312515-ca0d-43ee-88eb-78e405d2033b,1224
5b312515-ca0d-43ee-88eb-78e405d2033b,1222
5b312515-ca0d-43ee-88eb-78e405d2033b,1691
5b312515-ca0d-43ee-88eb-78e405d2033b,1570
0a716a51-57a1-421c-961d-de9db39cc186,423
0a716a51-57a1-421c-961d-de9db39cc186,558
0a716a51-57a1-421c-961d-de9db39cc186,443
0a716a51-57a1-421c-961d-de9db39cc186,1184
0a716a51-57a1-421c-961d-de9db39cc186,162
0a716a51-57a1-421c-961d-de9db39cc186,1293
b0151733-751e-4f39-85a0-24bbb6a2a42e,373
b0151733-751e-4f39-85a0-24bbb6a2a42e,592
b0151733-751e-4f39-85a0-24bbb6a2a42e,1251
b0151733-751e-4f39-85a0-24bbb6a2a42e,1674
9db15cb1-1781-499a-8708-e7983852c646,306
9db15cb1-1781-499a-8708-e7983852c646,1735
9db15cb1-1781-499a-8708-e7983852c646,1829
9db15cb1-1781-499a-8708-e7983852c646,1922
9db15cb1-1781-499a-8708-e7983852c646,1276
9db15cb1-1781-499a-8708-e7983852c646,1809
9db15cb1-1781-499a-8708-e7983852c646,1948
9db15cb1-1781-499a-8708-e7983852c646,502
9db15cb1-1781-499a-8708-e7983852c646,484
9db15cb1-1781-499a-8708-e7983852c646,1535
fea52ec1-1e67-4ef7-879c-50e0ec55919b,1785
a7c21128-c7a7-4326-8965-a776424febb9,296
a7c21128-c7a7-4326-8965-a776424febb9,1826
97e31d9a-6aa2-4b71-9d26-9ce6bc07a3f4,289
97e31d9a-6aa2-4b71-9d26-9ce6bc07a3f4,900
d1f9c50f-fd03-4d4c-afce-1e8205504143,816
d1f9c50f-fd03-4d4c-afce-1e8205504143,1976
d1f9c50f-fd03-4d4c-afce-1e8205504143,1874
d1f9c50f-fd03-4d4c-afce-1e8205504143,178
d1f9c50f-fd03-4d4c-afce-1e8205504143,1142
d1f9c50f-fd03-4d4c-afce-1e8205504143,1924
d1f9c50f-fd03-4d4c-afce-1e8205504143,61
e3db8353-80c6-4224-9acb-85152a8cc239,1271
e3db8353-80c6-4224-9acb-85152a8cc239,667
e3db8353-80c6-4224-9acb-85152a8cc239,853
24ae3861-fd4b-4331-bb47-46e2b3c49ecb,777
24ae3861-fd4b-4331-bb47-46e2b3c49ecb,905
24ae3861-fd4b-4331-bb47-46e2b3c49ecb,559
69e26fac-201c-4016-8d5f-17458dc7f5e6,1702
69e26fac-201c-4016-8d5f-17458dc7f5e6,1685
1a7adc24-74c5-4b51-984c-75c790e75b39,1406
1a7adc24-74c5-4b51-984c-75c790e75b39,280
1a7adc24-74c5-4b51-984c-75c790e75b39,196
1a7adc24-74c5-4b51-984c-75c790e75b39,1281
1a7adc24-74c5-4b51-984c-75c790e75b39,216
1a7adc24-74c5-4b51-984c-75c790e75b39,905
1a7adc24-74c5-4b51-984c-75c790e75b39,347
1a7adc24-74c5-4b51-984c-75c790e75b39,279
1a7adc24-74c5-4b51-984c-75c790e75b39,1271
338ee708-c251-4b90-bbed-d55fcb2033d4,1969
338ee708-c251-4b90-bbed-d55fcb2033d4,1914
338ee708-c251-4b90-bbed-d55fcb2033d4,1035
338ee708-c251-4b90-bbed-d55fcb2033d4,1442
338ee708-c251-4b90-bbed-d55fcb2033d4,244
338ee708-c251-4b90-bbed-d55fcb2033d4,1403
338ee708-c251-4b90-bbed-d55fcb2033d4,1042
338ee708-c251-4b90-bbed-d55fcb2033d4,629
338ee708-c251-4b90-bbed-d55fcb2033d4,1714
7882e9f4-5503-4297-b791-cde1d86b1f1c,1876
7882e9f4-5503-4297-b791-cde1d86b1f1c,1039
7882e9f4-5503-4297-b791-cde1d86b1f1c,1918
7882e9f4-5503-4297-b791-cde1d86b1f1c,1141
7882e9f4-5503-4297-b791-cde1d86b1f1c,372
7882e9f4-5503-4297-b791-cde1d86b1f1c,1867
7882e9f4-5503-4297-b791-cde1d86b1f1c,1471
7882e9f4-5503-4297-b791-cde1d86b1f1c,63
7882e9f4-5503-4297-b791-cde1d86b1f1c,138
7882e9f4-5503-4297-b791-cde1d86b1f1c,427
e120dc37-fc87-4377-8f39-0f5eb2a03c01,1545
e120dc37-fc87-4377-8f39-0f5eb2a03c01,173
e120dc37-fc87-4377-8f39-0f5eb2a03c01,1313
e120dc37-fc87-4377-8f39-0f5eb2a03c01,1054
e120dc37-fc87-4377-8f39-0f5eb2a03c01,97
e120dc37-fc87-4377-8f39-0f5eb2a03c01,645
1a79c0e1-0419-4684-b230-f27f88216307,1166
1a79c0e1-0419-4684-b230-f27f88216307,1898
1a79c0e1-0419-4684-b230-f27f88216307,271
1a79c0e1-0419-4684-b230-f27f88216307,543
1a79c0e1-0419-4684-b230-f27f88216307,492
1ec2b2a1-bf66-4477-aa87-4b546af91868,1795
1ec2b2a1-bf66-4477-aa87-4b546af91868,1579
1ec2b2a1-bf66-4477-aa87-4b546af91868,1254
1ec2b2a1-bf66-4477-aa87-4b546af91868,608
1ec2b2a1-bf66-4477-aa87-4b546af91868,1142
1ec2b2a1-bf66-4477-aa87-4b546af91868,1004
652c911b-d4ac-4b1d-b64f-0f81ff33de75,1276
652c911b-d4ac-4b1d-b64f-0f81ff33de75,342
652c911b-d4ac-4b1d-b64f-0f81ff33de75,152
7a14035b-38c5-4934-9d73-7352c6add7e6,1577
7a14035b-38c5-4934-9d73-7352c6add7e6,957
9e066926-dd38-49fa-b1f9-0a37c9167ecf,1559
9e066926-dd38-49fa-b1f9-0a37c9167ecf,1336
7b7cc218-2e5f-4c15-8c69-1d625f5e36f3,190
7b7cc218-2e5f-4c15-8c69-1d625f5e36f3,315
7b7cc218-2e5f-4c15-8c69-1d625f5e36f3,989
7b7cc218-2e5f-4c15-8c69-1d625f5e36f3,1584
7b7cc218-2e5f-4c15-8c69-1d625f5e36f3,433
b2effe17-3e2b-4d33-b3cf-d6039191930a,1539
b2effe17-3e2b-4d33-b3cf-d6039191930a,1572
3772b30b-240f-4f28-8695-fa509e04586b,1004
3772b30b-240f-4f28-8695-fa509e04586b,212
3772b30b-240f-4f28-8695-fa509e04586b,7
3772b30b-240f-4f28-8695-fa509e04586b,247
3772b30b-240f-4f28-8695-fa509e04586b,841
3772b30b-240f-4f28-8695-fa509e04586b,1854
4912b18f-560f-469e-a69b-4862f1cb918c,551
4912b18f-560f-469e-a69b-4862f1cb918c,1396
4912b18f-560f-469e-a69b-4862f1cb918c,1435
4912b18f-560f-469e-a69b-4862f1cb918c,487
4912b18f-560f-469e-a69b-4862f1cb918c,1317
4912b18f-560f-469e-a69b-4862f1cb918c,939
4912b18f-560f-469e-a69b-4862f1cb918c,1314
63e4a5ae-375a-4f6f-ad90-4d8c4db512f5,714
63e4a5ae-375a-4f6f-ad90-4d8c4db512f5,756
8b6e5539-baaf-4d22-9c63-d4e224e2c4df,831
8b6e5539-baaf-4d22-9c63-d4e224e2c4df,1832
8b6e5539-baaf-4d22-9c63-d4e224e2c4df,1692
8b6e5539-baaf-4d22-9c63-d4e224e2c4df,1007
8b6e5539-baaf-4d22-9c63-d4e224e2c4df,1502
8b6e5539-baaf-4d22-9c63-d4e224e2c4df,1787
8b6e5539-baaf-4d22-9c63-d4e224e2c4df,366
8b6e5539-baaf-4d22-9c63-d4e224e2c4df,1400
b5bd78e1-cc62-4c3b-bed5-2422fb554136,764
b5bd78e1-cc62-4c3b-bed5-2422fb554136,1301
b5bd78e1-cc62-4c3b-bed5-2422fb554136,1534
b5bd78e1-cc62-4c3b-bed5-2422fb554136,134
b5bd78e1-cc62-4c3b-bed5-2422fb554136,141
b5bd78e1-cc62-4c3b-bed5-2422fb554136,611
b5bd78e1-cc62-4c3b-bed5-2422fb554136,769
b5bd78e1-cc62-4c3b-bed5-2422fb554136,142
b5bd78e1-cc62-4c3b-bed5-2422fb554136,1103
b5bd78e1-cc62-4c3b-bed5-2422fb554136,1267
c69ff098-71dd-4947-8fab-ce99e53ec55c,1774
c69ff098-71dd-4947-8fab-ce99e53ec55c,624
c69ff098-71dd-4947-8fab-ce99e53ec55c,725
c69ff098-71dd-4947-8fab-ce99e53ec55c,519
c69ff098-71dd-4947-8fab-ce99e53ec55c,607
c69ff098-71dd-4947-8fab-ce99e53ec55c,1319
ad235891-bad7-4b9f-b8e9-0711d471d0be,307
ad235891-bad7-4b9f-b8e9-0711d471d0be,102
abdadc3e-13b2-4735-b15e-3999bff0720e,494
abdadc3e-13b2-4735-b15e-3999bff0720e,442
abff46ee-fc25-4afc-bcea-63b69497590f,1808
abff46ee-fc25-4afc-bcea-63b69497590f,500
abff46ee-fc25-4afc-bcea-63b69497590f,335
abff46ee-fc25-4afc-bcea-63b69497590f,1315
abff46ee-fc25-4afc-bcea-63b69497590f,347
4d4c40b7-cac8-4fc6-a67a-1f3cd2509f51,1923
4d4c40b7-cac8-4fc6-a67a-1f3cd2509f51,563
4d4c40b7-cac8-4fc6-a67a-1f3cd2509f51,1067
02d173af-dfe0-4a4d-abdf-9305769aab9b,86
02d173af-dfe0-4a4d-abdf-9305769aab9b,429
02d173af-dfe0-4a4d-abdf-9305769aab9b,1889
02d173af-dfe0-4a4d-abdf-9305769aab9b,1399
02d173af-dfe0-4a4d-abdf-9305769aab9b,1737
1455db88-cd9c-45a8-9a7c-5200b4f8ac24,1159
1455db88-cd9c-45a8-9a7c-5200b4f8ac24,1968
1455db88-cd9c-45a8-9a7c-5200b4f8ac24,1602
1455db88-cd9c-45a8-9a7c-5200b4f8ac24,622
1455db88-cd9c-45a8-9a7c-5200b4f8ac24,1370
c116ec77-a719-45d2-ad9e-65620eb6f6d0,168
d3b53df6-d72d-4039-a7ac-60c16b01a791,1403
d3b53df6-d72d-4039-a7ac-60c16b01a791,281
d3b53df6-d72d-4039-a7ac-60c16b01a791,1786
9e7e953f-58de-4ac2-8085-549c19e40e5a,1252
9e7e953f-58de-4ac2-8085-549c19e40e5a,1948
9e7e953f-58de-4ac2-8085-549c19e40e5a,597
9e7e953f-58de-4ac2-8085-549c19e40e5a,857
9e7e953f-58de-4ac2-8085-549c19e40e5a,27
9e7e953f-58de-4ac2-8085-549c19e40e5a,1768
9e7e953f-58de-4ac2-8085-549c19e40e5a,988
87b952b6-3f7c-4105-a2a4-a024608ea26f,715
87b952b6-3f7c-4105-a2a4-a024608ea26f,334
87b952b6-3f7c-4105-a2a4-a024608ea26f,318
f429c612-ba03-4032-9b10-9950e0e1776c,69
f429c612-ba03-4032-9b10-9950e0e1776c,1526
da26679c-64d6-4254-b63d-6f2cb45ba8b3,1752
da26679c-64d6-4254-b63d-6f2cb45ba8b3,1644
da26679c-64d6-4254-b63d-6f2cb45ba8b3,1286
da26679c-64d6-4254-b63d-6f2cb45ba8b3,1222
da26679c-64d6-4254-b63d-6f2cb45ba8b3,816
da26679c-64d6-4254-b63d-6f2cb45ba8b3,775
da26679c-64d6-4254-b63d-6f2cb45ba8b3,74
da26679c-64d6-4254-b63d-6f2cb45ba8b3,1175
da26679c-64d6-4254-b63d-6f2cb45ba8b3,1003
da26679c-64d6-4254-b63d-6f2cb45ba8b3,1235
5feecc44-2671-429d-802d-ae73a61c51ce,832
885dca7e-a3b4-44c7-8af9-2e05889da768,778
885dca7e-a3b4-44c7-8af9-2e05889da768,709
885dca7e-a3b4-44c7-8af9-2e05889da768,698
885dca7e-a3b4-44c7-8af9-2e05889da768,1897
885dca7e-a3b4-44c7-8af9-2e05889da768,457
885dca7e-a3b4-44c7-8af9-2e05889da768,743
885dca7e-a3b4-44c7-8af9-2e05889da768,12
885dca7e-a3b4-44c7-8af9-2e05889da768,1481
885dca7e-a3b4-44c7-8af9-2e05889da768,996
885dca7e-a3b4-44c7-8af9-2e05889da768,1423
6b9d9ecb-a641-4715-a632-88101bbcac3f,1561
6b9d9ecb-a641-4715-a632-88101bbcac3f,1754
6b9d9ecb-a641-4715-a632-88101bbcac3f,585
6b9d9ecb-a641-4715-a632-88101bbcac3f,67
6b9d9ecb-a641-4715-a632-88101bbcac3f,1820
6b9d9ecb-a641-4715-a632-88101bbcac3f,754
6b9d9ecb-a641-4715-a632-88101bbcac3f,702
6b9d9ecb-a641-4715-a632-88101bbcac3f,280
6b9d9ecb-a641-4715-a632-88101bbcac3f,77
a6fef57b-2403-47f0-b519-1a9bddc2026a,826
7a25c5e6-fa44-4145-b8be-3dd082b36bd5,1759
7a25c5e6-fa44-4145-b8be-3dd082b36bd5,1763
7a25c5e6-fa44-4145-b8be-3dd082b36bd5,968
7a25c5e6-fa44-4145-b8be-3dd082b36bd5,820
7a25c5e6-fa44-4145-b8be-3dd082b36bd5,33
7a25c5e6-fa44-4145-b8be-3dd082b36bd5,1709
7a25c5e6-fa44-4145-b8be-3dd082b36bd5,792
73f495d9-6b71-4322-b913-5a625b944c0f,488
73f495d9-6b71-4322-b913-5a625b944c0f,1058
73f495d9-6b71-4322-b913-5a625b944c0f,665
73f495d9-6b71-4322-b913-5a625b944c0f,1171
3eef3fce-f010-4c1c-9f86-d56c1280f595,1341
3eef3fce-f010-4c1c-9f86-d56c1280f595,1966
3eef3fce-f010-4c1c-9f86-d56c1280f595,1806
3eef3fce-f010-4c1c-9f86-d56c1280f595,1151
dad6c84e-a1d2-47fc-b616-4008bbedc8eb,77
dad6c84e-a1d2-47fc-b616-4008bbedc8eb,578
dad6c84e-a1d2-47fc-b616-4008bbedc8eb,1310
c976e880-d997-4056-aca2-b9377c3bcc9a,1483
c976e880-d997-4056-aca2-b9377c3bcc9a,1851
c976e880-d997-4056-aca2-b9377c3bcc9a,1063
c976e880-d997-4056-aca2-b9377c3bcc9a,304
c976e880-d997-4056-aca2-b9377c3bcc9a,1575
c976e880-d997-4056-aca2-b9377c3bcc9a,858
c976e880-d997-4056-aca2-b9377c3bcc9a,322
c976e880-d997-4056-aca2-b9377c3bcc9a,1692
46cbd587-0a94-4324-9cb9-4434aad0f5d3,440
46cbd587-0a94-4324-9cb9-4434aad0f5d3,464
46cbd587-0a94-4324-9cb9-4434aad0f5d3,58
46cbd587-0a94-4324-9cb9-4434aad0f5d3,924
46cbd587-0a94-4324-9cb9-4434aad0f5d3,1755
0ed30762-9ea9-49f7-b7a6-4fd2074b1a22,1751
0ed30762-9ea9-49f7-b7a6-4fd2074b1a22,1729
0ed30762-9ea9-49f7-b7a6-4fd2074b1a22,1953
0ed30762-9ea9-49f7-b7a6-4fd2074b1a22,1796
0ed30762-9ea9-49f7-b7a6-4fd2074b1a22,1957
b9a0b8c7-c46e-41e2-b520-f20d7343f7e9,20
b9a0b8c7-c46e-41e2-b520-f20d7343f7e9,1525
b9a0b8c7-c46e-41e2-b520-f20d7343f7e9,822
b9a0b8c7-c46e-41e2-b520-f20d7343f7e9,332
b9a0b8c7-c46e-41e2-b520-f20d7343f7e9,1912
b9a0b8c7-c46e-41e2-b520-f20d7343f7e9,1051
ded91bdf-7a7a-40bb-acdb-bd0e1180fda2,196
ded91bdf-7a7a-40bb-acdb-bd0e1180fda2,819
ded91bdf-7a7a-40bb-acdb-bd0e1180fda2,1306
ded91bdf-7a7a-40bb-acdb-bd0e1180fda2,1727
ded91bdf-7a7a-40bb-acdb-bd0e1180fda2,1391
ded91bdf-7a7a-40bb-acdb-bd0e1180fda2,1424
ded91bdf-7a7a-40bb-acdb-bd0e1180fda2,1265
d4965f81-aaa3-4ed6-90a0-637ba9efd7b5,1963
d4965f81-aaa3-4ed6-90a0-637ba9efd7b5,601
d4965f81-aaa3-4ed6-90a0-637ba9efd7b5,1466
d4965f81-aaa3-4ed6-90a0-637ba9efd7b5,1896
d4965f81-aaa3-4ed6-90a0-637ba9efd7b5,137
d4965f81-aaa3-4ed6-90a0-637ba9efd7b5,1525
d4965f81-aaa3-4ed6-90a0-637ba9efd7b5,589
d4965f81-aaa3-4ed6-90a0-637ba9efd7b5,789
d4965f81-aaa3-4ed6-90a0-637ba9efd7b5,883
a4bd61e6-a00d-48dc-b6fd-a2634536678d,262
a4bd61e6-a00d-48dc-b6fd-a2634536678d,134
0c2b4739-aca0-418e-a8e0-2f6db8bd9e62,986
0c2b4739-aca0-418e-a8e0-2f6db8bd9e62,741
0c2b4739-aca0-418e-a8e0-2f6db8bd9e62,48
0c2b4739-aca0-418e-a8e0-2f6db8bd9e62,1925
879b3abd-4375-410f-9320-23a212d606e6,906
879b3abd-4375-410f-9320-23a212d606e6,326
879b3abd-4375-410f-9320-23a212d606e6,217
879b3abd-4375-410f-9320-23a212d606e6,1724
879b3abd-4375-410f-9320-23a212d606e6,1964
879b3abd-4375-410f-9320-23a212d606e6,1658
47148c8c-8c6e-4f0d-acd7-5f7d416e58a1,377
